filename,subject_id,KCAL,PROT,FIBE,SODI,SFAT,ADD_SUGARS,F_TOTAL,V_TOTAL,G_WHOLE,food_description,reference_nutrition_category
019525bc44629e6bf653ec631237.jpeg,SNAPME9189,572.62,69.0458,3.962,1049.08,2.1979399999999996,0.0,0.0,0.6806,0.0,"Chicken breast, sauteed, skin not eaten | Couscous, plain, cooked | Pepper, sweet, red, raw",mixed
019cc91a4163ba49799b3a768802.jpeg,SNAPME9069,247.61999999999998,22.587600000000002,0.0,777.3000000000001,4.94148,0.0,0.0,0.0,0.0,"Egg omelet or scrambled egg, made with cooking spray | Egg white omelet, scrambled, or fried, made with cooking spray",poor
01acf1004f6ba856c6b26abda2f9.jpeg,SNAPME9018,8.2,0.186,0.56,13.8,0.0074,0.0,0.0,0.16,0.0,"Carrots, raw",mixed
01dae0704c5f89dba201ad16cbe2.jpeg,SNAPME9190,1394.82,41.9661,19.44,89.91,20.2176,7.2657,0.0,0.0,0.0,"Almonds, chocolate covered",poor
02387bea40cab8b7347263c29b09.jpeg,SNAPME9186,4.32,0.0,0.0,4.32,0.00864,0.0,0.0,0.0,0.0,"Tea, hot, herbal",mixed
0251f3dd4220a09cfadbdc31582b.jpeg,SNAPME9110,1006.0567005,74.76206919,21.8920068,2234.0229405,7.872354371,0.0,0.0,2.9469000000000003,1.78425,"Avocado, raw | Brussels sprouts, cooked, from fresh, made with oil | Chicken breast, sauteed, skin not eaten | Rice, brown, cooked, fat not added in cooking | Soy sauce",mixed
028d08864244a32e888275f9d420.jpeg,SNAPME9189,256.62,9.7984,4.9910000000000005,445.63,0.72758,0.9522,0.009,0.4678,0.8625,"Bagel, wheat | Cucumber, raw | Hummus, flavored",mixed
02abd9214ae4a4a28def2ac9e46e.jpeg,SNAPME9127,189.61,8.3265,6.9430000000000005,1189.8313257500001,0.62087,0.0,0.0,0.4213,0.0,"Black, brown, or Bayo beans, canned, drained, fat not added in cooking | Chicken or turkey broth, bouillon, or consomme | Corn, yellow, cooked, from canned, fat not added in cooking | Onions, cooked, from fresh, fat not added in cooking | Tomato paste | Tortilla chips, plain",poor
02c2e79b4a898e66efa24cb64202.jpeg,SNAPME9038,122.91,6.2901,1.446,943.515,0.798915,0.0,0.0,0.3615,0.0,"Minestrone soup, canned, prepared with water, or ready-to-serve",poor
02e645824aa588c8d4ef0f8ef5e0.jpeg,SNAPME9130,68.64,0.063,0.042,5.64,0.0096,4.1055,0.0,0.0,0.0,"Honey | Tea, hot, herbal",poor
031fcdea411982b9d9475d0f6fdb.jpeg,SNAPME9132,355.9664375,9.486823750000001,12.41235,1053.4090938,4.210043562999999,0.0,0.0188,2.3519999999999994,1.2627,"Bulgur, fat not added in cooking | Cheese, Feta | Chives, raw | Eggplant, cooked, made with oil | Lemon juice, 100%, freshly squeezed | Lentils, dry, cooked, fat not added in cooking | Olive oil | Olives, black | Onions, young green, raw | Oregano | Parsley, raw | Salt, table",poor
0364c1294e35a7e8fd01e4aeb5c8.jpeg,SNAPME9031,77.7,0.495,0.33,24.900000000000002,0.7953,2.361,0.0,0.0,0.0,"Coffee creamer, liquid, flavored | Coffee, brewed",mixed
03c62ed943caa2960d1e58241dff.jpeg,SNAPME9133,103.71,2.875375,0.87075,174.1,1.509305,0.29025,0.0,0.0,0.0,"Bread, NS as to major flour | Butter, stick, salted",poor
03ce7aba4dbe82ca2dd52af08216.jpeg,SNAPME9108,883.395,21.4065,7.278,2525.9100000000003,2.7645750000000002,0.0,0.0,0.80355,0.0,"Kimchi | Rice, fried, meatless | Water, tap",mixed
03e580b9410eafaf56ce32f01e9a.jpeg,SNAPME9103,846.343,57.967130000000004,3.7470000000000003,2745.605,9.634803999999999,0.6048,0.0,1.1384,0.0,"Garlic, cooked | Onions, cooked, from fresh, made with oil | Pesto sauce | Ravioli, cheese and spinach-filled, no sauce | Salmon, baked or broiled, made with oil | Teriyaki sauce | Tomatoes, cooked, from fresh, NS as to method",poor
03fc697f4916942496234dc49d9c.jpeg,SNAPME9151,436.28,30.251400000000004,3.726,1162.3300000000002,6.41434,2.0898,0.0,0.9299999999999999,0.0,"Asparagus, cooked, from fresh, fat not added in cooking | Ground beef patty, cooked | Roll, white, hamburger bun | Tomato catsup",poor
044ea8694b4b951a70c69f3422ba.jpeg,SNAPME9072,1063.2112269950003,82.939305031,10.853332248,1578.896424667,7.780369222999999,1.03133323,0.0,1.4538665219999998,0.0,"Basil, fresh | Cheese, Parmesan, dry grated | Garlic, cooked | Onions, cooked, from fresh, fat not added in cooking | Pasta, cooked | Spaghetti sauce | Turkey, ground",mixed
047776994135b6037388a85f0c04.jpeg,SNAPME9069,240.117,26.5761225,0.7313,985.5047500000001,2.119389,1.238435,0.01,0.145965,0.0,"Beef with barbecue sauce | Chicken breast, grilled with sauce, skin not eaten | Pad Thai with chicken | Turkey ham, prepackaged or deli, luncheon meat",mixed
047e1ee54531a206c50feb2e6469.jpeg,SNAPME9173,214.775,6.95445,2.698,111.47,2.69729,0.0,0.0,0.0,0.0,"Mixed nuts, with peanuts, salted",poor
0482d243413ab09f693445f32e86.jpeg,SNAPME9157,1279.39,76.60714999999999,4.6155,3041.39,21.45939,0.0,0.0,1.6653,0.0,"Beans, string, green, cooked, from fresh, with mushroom sauce | Cheese, Parmesan, hard | Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant | Potato, mashed, from restaurant | Tomatoes, cooked, from fresh, NS as to method",poor
04882f604128acd18265416b136b.jpeg,SNAPME9054,323.414,20.875645,1.512,988.7255,6.4267945,0.504,0.0,0.0,0.0,"Bread, white | Cheese, Cheddar | Ham, prepackaged or deli, luncheon meat",poor
04a5be99484b9a69d2af91e769de.jpeg,SNAPME9185,12.74,2.4318,0.0,18.041966,0.04662,0.0,0.0,0.0,0.0,"Shrimp, steamed or boiled",mixed
04a7925e4b6bbbf5864ec679dc42.jpeg,SNAPME9044,570.2,26.201500000000003,5.0165,1600.9850000000001,14.1976,0.057,0.024,0.49385,0.0,"Cheese, Cheddar | Hummus, plain | Pepper, sweet, green, raw | Pretzels, hard, plain, lightly salted | Salami, NFS",poor
04d0105c494abe70e3fbf985b4f1.jpeg,SNAPME9190,115.96,0.5798,5.352,2.23,0.06244,0.0,2.0293,0.0,0.0,"Apple, raw",mixed
050559814073827d93c3202ddf23.jpeg,SNAPME9155,169.23875,11.832749999999999,1.02675,83.54875,1.961125,2.28855,0.0152625,0.0,0.2400375,"Cereal, granola | Yogurt, Greek, low fat milk, flavors other than fruit",poor
0582adf044ebb7de65dd6caa1a73.jpeg,SNAPME9132,102.04000000000002,0.29904,0.0,7.656000000000001,0.0048,2.1252,0.0,0.0,0.0,"Coffee, brewed | Sugar, brown | Whiskey",mixed
062206b6496ca0c5feb0fdb3a872.jpeg,SNAPME9160,761.1200000000001,28.7368,11.48,872.48,5.99968,6.7608,0.112,0.0,5.2272,"Bread, whole wheat | Jam, preserve, all flavors | Peanut butter",poor
0670ea1147cd96b0fd5145ab5e28.jpeg,SNAPME9155,315.252,65.34108,0.0,1061.424,1.333584,0.0,0.0,0.0,0.0,"Turkey, light meat, roasted, skin not eaten",mixed
0708b83b4a00a916b72596d7142a.jpeg,SNAPME9013,942.1,45.737500000000004,12.0,1321.3,6.4005,0.75,0.0,1.35,0.0,"Cheese, Parmesan, hard | Pasta with tomato-based sauce, meat, and added vegetables, home recipe",mixed
070be28f4034ad90e4ccedf7a659.jpeg,SNAPME9061,176.04,3.9348,0.828,350.28,1.90368,0.0,0.0,0.0,0.0,"Crackers, cheese",mixed
073062b545edb2853c734215efbc.jpeg,SNAPME9103,763.64,15.8305,4.568,1625.75,5.08303,0.0,0.0,0.068,0.0,Falafel | Rice pilaf,poor
07d72ed6448e9ffa1ad46a59ab37.jpeg,SNAPME9132,34.64125,0.459725,1.35975,1.295,0.0200725,0.0,0.1295,0.0,0.0,"Fig, dried, cooked, unsweetened",mixed
0812cc01486483294955ec3d384c.jpeg,SNAPME9151,639.5500000000001,23.83638,10.523,1677.9640000000002,4.508856,2.34558,1.0488,0.9405,0.0,"Creamy dressing | Mustard | Potato, french fries, from frozen, baked | Roll, white, hamburger bun | Strawberries, raw | Tomato catsup | Vegetarian burger or patty, meatless, no bun",mixed
0864fc9040b4b84f9a5114394741.jpeg,SNAPME9066,42.01,2.4975,0.0,35.83,1.14725,0.0,0.0,0.0,0.0,"Coffee, brewed | Milk, whole",poor
090d15f24b5383a64df27706ec98.jpeg,SNAPME9086,104.19,1.0872,1.359,3.02,0.08154,0.0,1.0117,0.0,0.0,"Grapes, raw, NS as to type",mixed
09402bf142d4b277be72de211e1a.jpeg,SNAPME9008,38.18625,1.7869125,0.59925,0.3825,0.5537325,0.0,0.0,0.0,0.0,"Peanuts, roasted, unsalted",poor
09cd61ee4b239891f541fc6948eb.jpeg,SNAPME9126,158.11,3.9772,3.097,221.68,0.33415,2.8688,0.0,0.0,1.0432,"Oatmeal, instant, maple flavored, fat not added in cooking",mixed
09e584154642a88e76b58f41410c.jpeg,SNAPME9066,46.64,0.7128,1.584,1.76,0.03432,0.0,0.4752,0.0,0.0,"Tangerine, raw",mixed
0a20393f418bb9900e04a1b9f6e9.jpeg,SNAPME9044,153.6,5.304,4.08,168.0,0.4464,0.0,0.0,0.0,1.416,"Oatmeal, regular or quick, made with water, fat not added in cooking",mixed
0a62d01f489fbbe6e2ec5ff8cd11.jpeg,SNAPME9049,140.616,9.14004,0.0,120.528,0.20088,2.61144,0.0,0.0,0.0,"Coffee, Latte, nonfat, flavored",mixed
0abf4c0a43a88d377b53bbc258ac.jpeg,SNAPME9004,500.88937500000003,6.851479688,0.567,489.78874984,9.617516562999999,12.061875,0.0,0.0,0.0,"Baking soda | Coconut cream, canned, sweetened | Cornstarch | Cream of tartar | Egg, whole, baked, fat not added in cooking | Flour, rice, white | Salt, table | Sugar, white, granulated or lump",poor
0ac26e5045b6bbfd0501eba45e1c.jpeg,SNAPME9105,402.027,18.62975,4.32,602.641,12.028699,0.7416,0.0,0.0,2.6136,"Bread, whole wheat | Butter, stick, unsalted | Cheese, Cheddar",mixed
0add7028494e8cfddeb210f6e9ad.jpeg,SNAPME9170,47.97,1.107,5.99625,0.9225,0.0175275,0.0,0.636525,0.0,0.0,"Raspberries, raw, NS as to color",mixed
0ae1b9f84b1badca86b477b78e9f.jpeg,SNAPME9130,221.12,0.217,0.186,6.760000000000001,0.0248,4.4082,0.248,0.0,0.0,"Lemon juice, 100%, freshly squeezed | Soft drink, NFS | Vodka",poor
0b25e20d466280c935e986aa9212.jpeg,SNAPME9137,209.84,13.5908,0.0,500.2,4.58842,0.0,0.0,0.0,0.0,"Egg omelet or scrambled egg, made with margarine",poor
0b27fe5848e986390a63595ab745.jpeg,SNAPME9086,383.985,15.6933,3.06075,772.14375,7.07172375,0.16695,0.0,0.1808625,0.0,"Pizza with meat and vegetables, from frozen, medium crust",poor
0b2e8ff74055930cc76415d1f2ad.jpeg,SNAPME9072,233.12,6.1008,0.992,233.12,0.48112,8.2336,0.0,0.0,0.0,"Coffee, Latte, with non-dairy milk, flavored",poor
0b3fdf4f4402b7e8beabed5ba639.jpeg,SNAPME9002,381.0,10.15,4.2,1216.0,0.396,0.42,0.0,0.0,0.0,"Pretzels, hard, multigrain",poor
0b4297584ab4a5813c4664fde485.jpeg,SNAPME9015,94.64,0.4732,4.368,1.82,0.05096,0.0,1.6562,0.0,0.0,"Apple, raw",mixed
0b90e149404986da7d5930438421.jpeg,SNAPME9126,248.6525,22.73432125,1.6111875,474.91700000000003,4.786797375000001,0.12789,0.0,0.99331875,0.0,"Cheese, Cheddar | Chicken, NS as to part and cooking method, skin not eaten | Creamy dressing | Cucumber, raw | Mixed salad greens, raw | Tomatoes, raw",mixed
0bab04c84e9a822beb4fc82d357a.jpeg,SNAPME9086,109.554,6.039,0.0,91.45200000000001,2.30391,0.99792,0.0,0.0,0.0,"Milk, lactose free, reduced fat (2%) | Sugar, white, granulated or lump | Tea, hot, leaf, black",poor
0c0a361d4013aebf1fb13a65381f.jpeg,SNAPME9090,585.795,30.1276,3.1745,1125.2699999999998,11.06494,0.0,0.0,1.6853500000000001,0.0,"Cilantro, raw | Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added in cooking | Kale, cooked, from fresh, fat added in cooking, NS as to type of fat",poor
0c53b4574b88862b657d9d7dfe88.jpeg,SNAPME9061,417.6,3.936,1.248,213.12,8.41536,7.4208,0.1056,0.0,0.0,"Cake or cupcake, banana, with icing or filling",poor
0c7b6f7343d0a64471e5a518a89f.jpeg,SNAPME9186,4.32,0.0,0.0,12.96,0.0,0.0,0.0,0.0,0.0,"Tea, hot, leaf, oolong",mixed
0cb6c0dd47648a95c21ac24c396e.jpeg,SNAPME9190,261.00750000000005,8.31938,5.231875,781.04025,6.955609,0.37632,0.0,1.3998125,0.0,"Avocado, raw | Beets, cooked, from canned, fat added in cooking, NS as to type of fat | Cheese, NFS | Italian dressing, made with vinegar and oil | Lettuce, Boston, raw",poor
0ceafe3f4d06932161d74f068695.jpeg,SNAPME9105,120.78,2.7084,2.196,706.38,0.21228,1.5006,0.0,0.5856,0.0,"Tomato soup, prepared with water, or ready-to-serve",poor
0d0258474903a20af0b59f165e3d.jpeg,SNAPME9005,427.5105,13.566923749999999,1.4847124999999999,505.50774999999993,8.251685125,5.76,0.0,0.0,0.0,"Baking powder | Butter, stick, salted | Egg, whole, raw | Flour, oat | Flour, white, all-purpose | Flour, whole wheat | Maple syrup | Milk, whole | Vanilla extract | Yogurt, Greek, whole milk, plain",poor
0d96e4264601b476277c7ee51232.jpeg,SNAPME9113,491.728,48.82108,7.7170000000000005,1555.5049999999999,3.969304,0.0,0.0,2.0860000000000003,0.0,"Broccoli, cooked, from fresh, made with oil | Kale, cooked, from fresh, made with oil | Salmon, baked or broiled, made with oil",mixed
0dbb90ad48ca921a92d14b59119a.jpeg,SNAPME9047,83.955,2.9464,1.4355,28.855,0.849265,0.0,0.0,0.0,0.0,"Pistachio nuts, lightly salted",mixed
0e20626949e895bdf365fa4b01b3.jpeg,SNAPME9052,624.1975,21.987499999999997,9.57925,1803.6475,2.87491,0.0,0.0,2.226475,1.78425,"Carrots, cooked, from fresh, made with oil | Chicken curry | Eggplant, cooked, made with oil | Peppers, green, cooked, made with oil | Rice, brown, cooked, fat not added in cooking | Rice, white, cooked, fat not added in cooking",mixed
0e7cf3ea4d17bacbde279b758c2a.jpeg,SNAPME9019,35.0,1.191,1.66,45.8,0.062,0.256,0.0,0.0,0.18,Cereal (Nature's Path Organic Flax Plus),mixed
0e84e08c4b92b8dc60d6aee07b82.jpeg,SNAPME9043,682.8571069999999,43.954941468,18.6,1197.7349149000001,6.690886123999999,0.947164263,0.0,2.6201,0.51425,"Beets, pickled | Cheese, Feta | Chickpeas, dry, cooked, NS as to fat added in cooking | Creamy dressing | Onions, mature, raw | Quinoa, fat not added in cooking | Red kidney beans, dry, cooked, fat not added in cooking | Spinach, raw | Steak, NS as to type of meat, cooked, lean only eaten | Tomatoes, raw",mixed
0e92a0104433883e6f9ba136b444.jpeg,SNAPME9038,94.64,0.4732,4.368,1.82,0.05096,0.0,1.6562,0.0,0.0,"Apple, raw",mixed
0ec0ef18471e9315a030eb292c1d.jpeg,SNAPME9009,193.44,8.2336,0.0,133.92,3.1744,4.0176,0.0,0.0,0.0,"Coffee, Iced Latte, flavored",poor
0ec775544a3bbab5cf27d094c06d.jpeg,SNAPME9186,387.0,5.04,0.9,413.1,2.8908,3.663,0.0,0.0,0.0,"Cookie, molasses",poor
0ee20f954eb188951a157bee71bc.jpeg,SNAPME9002,52.2,0.432,0.0,7.2,0.0,0.0,0.0,0.0,0.0,"Beer, light",mixed
0ee5209f44198dd84bee6630edad.jpeg,SNAPME9129,321.61400000000003,8.1847,2.52,416.106,7.539256,0.0,0.0,0.0,0.0,"Butter, stick, salted | Pasta, cooked",poor
0f63b35d4229a39f8fa5bab94881.jpeg,SNAPME9185,182.41,10.642299999999999,0.776,1405.6499999999999,0.79913,0.0,0.0,0.736,0.0,"Rice, white, cooked, fat not added in cooking | Seaweed soup",poor
0f81ba8b45a49d9721f824c796f6.jpeg,SNAPME9175,46.64,0.7128,1.584,1.76,0.03432,0.0,0.4752,0.0,0.0,"Tangerine, raw",mixed
0f8fe55e45829d17efbdf39ab3fe.jpeg,SNAPME9113,323.75,9.9024,4.05,925.28,4.05326,0.0,0.0,1.397,0.0,"Egg omelet or scrambled egg, made with oil | Kale, cooked, from fresh, made with oil | Potato, hash brown, from fast food",poor
0fb59c434935bdeaf4b483f51823.jpeg,SNAPME9049,41.5512,0.536328,0.16632,17.3304,0.405612,1.189944,0.0,0.0,0.0,"Coffee creamer, liquid, flavored | Coffee, brewed",mixed
0fe2524b4d62a6a01f576c2ed3f8.jpeg,SNAPME9070,105.02,1.2862,3.068,1.18,0.13216,0.0,0.7906,0.0,0.0,"Banana, raw",mixed
0fe7b1064b00b45e9eaf78f54d0a.jpeg,SNAPME9128,365.95500000000004,17.25,5.607,187.695,3.0645,5.2661999999999995,0.15105,0.0,0.96015,"Cereal, granola | Yogurt, Greek, low fat milk, fruit",mixed
0fe8bf7a4937843fda7c6a45e951.jpeg,SNAPME9007,301.0,19.709899999999998,1.008,942.97,5.12071,0.8064,0.0,0.0,0.0,"Cheese, Cheddar | Ham, prepackaged or deli, luncheon meat | Roll, white, soft",poor
105fa9b24cea906b65ba2053584d.jpeg,SNAPME9186,245.53312499999998,5.4084,2.3226875000000002,696.924375,0.43415312500000003,0.0,0.0,0.600175,0.0,"Cabbage, green, cooked, made with oil | Rice, white, cooked, fat not added in cooking | Salsa, red, commercially-prepared",poor
106e164c416d91407693d0d4a4bc.jpeg,SNAPME9026,149.6,3.568,2.72,205.6,0.3592,1.916,0.0,0.0,0.848,"Cereal, ready-to-eat, NFS",mixed
10e46e8f47bfa356cbf57b214d7a.jpeg,SNAPME9102,46.64,0.7128,1.584,1.76,0.03432,0.0,0.4752,0.0,0.0,"Tangerine, raw",mixed
10f2d46f439daab1a8adad89b74f.jpeg,SNAPME9038,157.92,1.372,4.48,1.12,0.01792,0.0,0.7448,0.0,0.0,Date,mixed
1127f9064926a468197f1d563773.jpeg,SNAPME9133,75.64,8.8908,0.248,9.92,0.66092,0.0,0.0,0.0,0.0,Soybean curd,mixed
114e2dac4d04a4feb901385d5d80.jpeg,SNAPME9159,105.02,1.2862,3.068,1.18,0.13216,0.0,0.7906,0.0,0.0,"Banana, raw",mixed
11c72ba1414d9e37673c1eaf1a7b.jpeg,SNAPME9018,122.55,0.3762,0.0,256.785,1.98474,0.24795,0.0,0.0,0.0,Creamy dressing,poor
11f1c4004ec2bf43e2649ea8b19d.jpeg,SNAPME9061,139.18125,1.833,1.95,22.8120945,1.798275,0.0,0.0,0.75075,0.0,"Kale, cooked, from fresh, fat not added in cooking | Olive oil",poor
123b91de414fbb2e6139cd2a9ae5.jpeg,SNAPME9110,385.27,11.1442,7.75475,390.34749999999997,2.9190425,0.5468,0.212175,0.0,0.804,"Almond butter | Raspberries, raw, NS as to color | Waffle, whole grain, from frozen",mixed
124eb5af430d9eb18b62f3481890.jpeg,SNAPME9086,517.1546062,7.91217931,4.5465,564.6322898000001,5.2989030249999995,12.116,0.0,0.0,0.0,"Butter, stick, salted | Chia seeds | Maple syrup | Pancakes, plain",poor
127ac50b454ab60ca3a1d96e8859.jpeg,SNAPME9157,5.12,0.2208,0.512,25.6,0.01344,0.0,0.0,0.2656,0.0,"Celery, raw",mixed
128f8d534590a7e9d7ddeec5a0e6.jpeg,SNAPME9038,437.865,16.79151,14.822949999999999,646.6979999999999,3.1059159999999997,0.0572,0.0,0.37334,0.9548,"Carrots, cooked, from fresh, made with oil | Cilantro, raw | Garlic, cooked | Naan, Indian flatbread | Onions, cooked, from fresh, made with oil | Pinto, calico, or red Mexican beans, dry, cooked, made with oil",balanced
129f2e8b4b9fa3764eb7f7d22301.jpeg,SNAPME9108,1102.68528,36.51078019,16.332,1585.2260351999998,14.350953475,3.3726000000000003,0.0,0.0,4.9806,"Bread, multigrain | Cheese, Mozzarella, whole milk | Crackers, wheat, plain (Wheat Thins) | Mayonnaise, regular",poor
12ebe0674dd58cb4b4911068982e.jpeg,SNAPME9052,318.72936793300005,19.562692208,3.1836908509999993,719.980692156,4.485016439000001,0.294666726,0.0,0.9846180179999999,0.0,"Cheese, Mexican blend | Chicken or turkey broth, bouillon, or consomme | Garlic, cooked | Olive oil | Onions, cooked, from fresh, fat not added in cooking | Peppers, red, cooked, fat not added in cooking | Rice, white, cooked, fat not added in cooking | Spaghetti sauce | Tomatoes, from fresh, broiled | Turkey, ground",poor
1308607e4e748ed0a0c92426043f.jpeg,SNAPME9118,365.75000000000006,14.458699999999999,4.49,1275.25,0.34875,0.0,0.0,1.232,0.0,"Cauliflower, cooked, from fresh, fat not added in cooking | Crab, hard shell, steamed | Rice, white, cooked, fat not added in cooking",poor
131c5a794b70bf5cdd32d93e898a.jpeg,SNAPME9076,366.3509164,12.931478201999997,9.3975,363.5504934,5.133822222,0.5148,0.0,0.69345,0.9828,"Avocado, raw | Bread, multigrain | Butter, whipped, tub, salted | Egg, whole, fried with oil",mixed
1323315847f6a8727282c1fe84f0.jpeg,SNAPME9186,243.704322901,5.063432971,1.525999958,256.492902666,3.906954206,0.126899987,0.0,0.722399999,0.0,"Bread crumbs, plain | Cheese, Parmesan, dry grated | Garlic, raw | Olive oil | Spinach, raw | Vinegar",poor
132a153148c19515c38cb38fad49.jpeg,SNAPME9177,429.68,20.892400000000002,10.2855,619.3549999999999,5.6580699999999995,0.6864,0.0,0.69345,1.3104,"Avocado, raw | Bread, multigrain | Egg, whole, fried without fat",mixed
1339eed141c3a1955b8144297828.jpeg,SNAPME9015,320.38,11.5064,10.687000000000001,338.86,2.10626,0.7416,0.0,1.2294,2.6136,"Avocado, raw | Bread, whole wheat | Tomatoes, raw",mixed
137d6c594cd9bd6b41b11f844968.jpeg,SNAPME9124,32.4,0.432,0.0,50.4,0.3312,0.0,0.0,0.0,0.0,"Coffee, espresso",mixed
13914e4c450688f13c1f324e3fdf.jpeg,SNAPME9190,597.1878125,27.267597499999997,2.3748812499999996,1336.5511875,11.270810813,0.21261625,0.0,0.9284625,0.0,"Bread, white, made from home recipe or purchased at a bakery | Egg omelet or scrambled egg, made with oil | Garlic, cooked | Milk, whole | Peppers, red, cooked, made with oil | Salsa, red, commercially-prepared | Sour cream",poor
142508b84416a346717ddf2a3723.jpeg,SNAPME9004,766.4524999999999,32.479455,7.210350000000001,2124.0465,4.7708445,1.0665,0.0,0.832775,0.0,"Cabbage, Chinese, cooked, made with oil | Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added in cooking | Onions, cooked, from fresh, made with oil | Rice, white, with soy-based sauce, fat not added in cooking | Soybean curd, deep fried",mixed
14404d6d4ea396d5da7f3b4aa7d0.jpeg,SNAPME9054,212.4,3.195,2.43,147.6,1.26495,0.0,0.0,0.0,0.0,"Tortilla chips, plain",mixed
146cf7934bf39d790521e9415732.jpeg,SNAPME9019,526.70625,33.0819,17.451375,1153.93875,5.35337625,0.0,0.0,0.58185,0.0,"Egg omelet or scrambled egg, with dark-green vegetables, fat added in cooking | Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking | Salsa, red, commercially-prepared",mixed
14a21b6444369646b98da0b0374d.jpeg,SNAPME9131,296.2850000000001,21.114925,3.177,822.6836035000002,1.0751875,0.224,0.0,1.07535,0.0,"Cabbage, green, cooked, fat not added in cooking | Carrots, cooked, from fresh, fat not added in cooking | Celery, cooked, fat not added in cooking | Chicken or turkey with teriyaki | Peppers, red, cooked, fat not added in cooking | Rice, white, cooked, fat not added in cooking | Water, tap",mixed
14a4bfc449d38d3e3d725340067c.jpeg,SNAPME9114,163.8,11.0916,15.444,1347.84,0.36504,0.0,0.0,3.042,0.0,"Broccoli, cooked, from fresh, fat not added in cooking",mixed
14a55d6140e59e4f1736061e5a0b.jpeg,SNAPME9049,385.595,18.429199999999998,7.155,162.36499999999998,2.58178,3.1535,0.0,0.0,1.78875,"Cereal (Kellogg's Frosted Mini-Wheats) | Milk, low fat (1%)",mixed
14f6b3614dfabb1e15d623d4f8d4.jpeg,SNAPME9019,593.7085,31.61181,6.322000000000001,1490.8159999999998,11.469147,2.7376,0.0,0.4282,2.6136,"Bread, whole wheat | Cheese, Provolone | Mayonnaise, regular | Milk chocolate candy, plain | Mustard | Onions, mature, raw | Snowpeas, raw | Turkey, prepackaged or deli, luncheon meat",poor
156b7832433993f7fb4126ecb8d4.jpeg,SNAPME9093,236.59,1.25,1.2,138.77,2.52183,0.0,0.0,0.4375,0.0,"Olive oil | Potato chips, baked, plain",mixed
15800537478e8233e2ea5aa150d5.jpeg,SNAPME9049,443.978,16.494684999999997,6.2623,1223.2615,7.3493875,0.45165,0.0,1.50128,0.0,"Brussels sprouts, cooked, from fresh, made with oil | Carrots, cooked, from fresh, made with oil | Fish stick, patty or nugget from restaurant, home, or other place | Frankfurter or hot dog, meat and poultry | Onions, cooked, from fresh, fat not added in cooking | Squash, summer, yellow or green, cooked, from fresh, made with butter",poor
