dataset,sample_id,speaker_id,audio_path,reference
voxpopuli_en_accented,vox-en_fr-20100210-0900-PLENARY-13-en_20100210-22-01-49_27,1472,evaluation/data/voxpopuli_accented/vox-en_fr-20100210-0900-PLENARY-13-en_20100210-22-01-49_27.wav,we have a recent report that has been made by the way at the request of the european parliament that shows that if you are able to diminish by fifty the non tariff barriers between the europe and the united states that this would have an effect which is in fact much larger than the door around and we should work on that but
voxpopuli_en_accented,vox-en_fi-20150520-0900-PLENARY-3-en_20150520-10-38-01_5,124727,evaluation/data/voxpopuli_accented/vox-en_fi-20150520-0900-PLENARY-3-en_20150520-10-38-01_5.wav,i think we should pay close attention to how australia is dealing with this situation and look for a model there thank you
voxpopuli_en_accented,vox-en_nl-20160607-0900-PLENARY-17-en_20160607-20-13-22_12,96945,evaluation/data/voxpopuli_accented/vox-en_nl-20160607-0900-PLENARY-17-en_20160607-20-13-22_12.wav,and what is happening on the part of the eu delegation or member states allegations on the ground in bangladesh thank you very much
voxpopuli_en_accented,vox-en_cs-20170118-0900-PLENARY-15-en_20170118-16-16-21_3,124701,evaluation/data/voxpopuli_accented/vox-en_cs-20170118-0900-PLENARY-15-en_20170118-16-16-21_3.wav,yes we should still take better control of our external borders and make sure that we identify proper people that are passing we should reform a european asylum system
voxpopuli_en_accented,vox-en_sk-20190211-0900-PLENARY-en_20190211-19-42-34_0,96651,evaluation/data/voxpopuli_accented/vox-en_sk-20190211-0900-PLENARY-en_20190211-19-42-34_0.wav,thank you very much mr chairman good evening i will speak on the subject of implementation of the charter fundamental rights of the european union in the eu institutional framework
voxpopuli_en_accented,vox-en_ro-20140312-0900-PLENARY-17-en_20140312-21-46-07_21,39721,evaluation/data/voxpopuli_accented/vox-en_ro-20140312-0900-PLENARY-17-en_20140312-21-46-07_21.wav,i think also to commissioner barney for for his understanding his understanding of our concern and for the right decision he took thank you very much
voxpopuli_en_accented,vox-en_cs-20150609-0900-PLENARY-13-en_20150609-18-29-39_3,124701,evaluation/data/voxpopuli_accented/vox-en_cs-20150609-0900-PLENARY-13-en_20150609-18-29-39_3.wav,at the same time we should have in mind that making energy more secure means more expensive and people we'll have to price sorry i thought i have one and a half minute so it is not for free and people will have to pay the price so we should focus on the tools that are the most efficient has the best benefits to cost ratio lastly
voxpopuli_en_accented,vox-en_et-20160913-0900-PLENARY-20-en_20160913-22-09-05_16,97136,evaluation/data/voxpopuli_accented/vox-en_et-20160913-0900-PLENARY-20-en_20160913-22-09-05_16.wav,i and we only can co that can hope that those companies deal carefully with our data so once we have decided to have a
voxpopuli_en_accented,vox-en_pl-20170301-0900-PLENARY-13-en_20170301-19-35-36_0,124879,evaluation/data/voxpopuli_accented/vox-en_pl-20170301-0900-PLENARY-13-en_20170301-19-35-36_0.wav,place in the polish physics politic or the first place of women of the girls i can tell you eight hundred do how many
voxpopuli_en_accented,vox-en_de-20100120-0900-PLENARY-6-en_20100120-13-21-10_2,36208,evaluation/data/voxpopuli_accented/vox-en_de-20100120-0900-PLENARY-6-en_20100120-13-21-10_2.wav,and our corporation i think has become even more smooth and productive and through his inquiries
voxpopuli_en_accented,vox-en_de-20180614-0900-PLENARY-en_20180614-12-30-01_1,96842,evaluation/data/voxpopuli_accented/vox-en_de-20180614-0900-PLENARY-en_20180614-12-30-01_1.wav,why because we have we have found we have found a well well compromised a compromise between all most of the most of the groups within the pa elements we worked for weeks on this
voxpopuli_en_accented,vox-en_cs-20110215-0900-PLENARY-17-en_20110215-22-04-47_6,101465,evaluation/data/voxpopuli_accented/vox-en_cs-20110215-0900-PLENARY-17-en_20110215-22-04-47_6.wav,in the enlargement conditionality works very fairly and very clearly here your fulfill con
voxpopuli_en_accented,vox-en_fr-20190116-0900-PLENARY-en_20190116-15-20-33_11,96934,evaluation/data/voxpopuli_accented/vox-en_fr-20190116-0900-PLENARY-en_20190116-15-20-33_11.wav,moreover we have to act in response to mass violations of human rights be it in russia chi iran or thanks very much indeed
voxpopuli_en_accented,vox-en_hu-20131211-0900-PLENARY-11-en_20131211-15-10-19_0,28135,evaluation/data/voxpopuli_accented/vox-en_hu-20131211-0900-PLENARY-11-en_20131211-15-10-19_0.wav,thank you president commissioner yes indeed i've taken a place of rael charles kowski who is you have heard has been appointed to a ministerial post in poland is the
voxpopuli_en_accented,vox-en_de-20170913-0900-PLENARY-3-en_20170913-12-21-41_16,28229,evaluation/data/voxpopuli_accented/vox-en_de-20170913-0900-PLENARY-3-en_20170913-12-21-41_16.wav,so that burs even in germany then it also can work in europe and finally on the social union
voxpopuli_en_accented,vox-en_fi-20110622-0900-PLENARY-13-en_20110622-19-49-24_32,2119,evaluation/data/voxpopuli_accented/vox-en_fi-20110622-0900-PLENARY-13-en_20110622-19-49-24_32.wav,i do believe a solution can be found and must be found and therefore
voxpopuli_en_accented,vox-en_nl-20151125-0900-PLENARY-4-en_20151125-10-21-15_3,28266,evaluation/data/voxpopuli_accented/vox-en_nl-20151125-0900-PLENARY-4-en_20151125-10-21-15_3.wav,on the basis of article seven as requested by this house maybe now they will will do it finally implementation of the measures by the members
voxpopuli_en_accented,vox-en_pl-20100921-0900-PLENARY-10-en_20100921-18-03-47_9,23781,evaluation/data/voxpopuli_accented/vox-en_pl-20100921-0900-PLENARY-10-en_20100921-18-03-47_9.wav,that was entrusted to the new commission now the commission is very much about
voxpopuli_en_accented,vox-en_it-20130911-0900-PLENARY-6-en_20130911-15-43-08_1,97228,evaluation/data/voxpopuli_accented/vox-en_it-20130911-0900-PLENARY-6-en_20130911-15-43-08_1.wav,so the other dictators left after asad what if what if instead of being the discouraged by an attack by an attack they will start doing exactly the opposite going into the nuclear game providing the nuclear weapons just as a way to be sure not to be attacked thank you
voxpopuli_en_accented,vox-en_hu-20110622-0900-PLENARY-8-en_20110622-15-15-36_44,96830,evaluation/data/voxpopuli_accented/vox-en_hu-20110622-0900-PLENARY-8-en_20110622-15-15-36_44.wav,this year the segmenting of the obsession treaty is envisaged before the end of this year this the development bring a new momentum
voxpopuli_en_accented,vox-en_sk-20130116-0900-PLENARY-8-en_20130116-14-27-31_0,96651,evaluation/data/voxpopuli_accented/vox-en_sk-20130116-0900-PLENARY-8-en_20130116-14-27-31_0.wav,thank you very much ms chairman i wrote it against the report on feasibility of introducing stability bonds i think that
voxpopuli_en_accented,vox-en_cs-20150210-0900-PLENARY-12-en_20150210-18-16-50_3,23706,evaluation/data/voxpopuli_accented/vox-en_cs-20150210-0900-PLENARY-12-en_20150210-18-16-50_3.wav,two hundred and sixty a social crisis on twenty-eighth of january there was a meeting protest meeting in kf and the minor cri gave us back yako which under yako which we had at least the salaries
voxpopuli_en_accented,vox-en_es-20191217-0900-PLENARY-en_20191217-09-11-09_2,125027,evaluation/data/voxpopuli_accented/vox-en_es-20191217-0900-PLENARY-en_20191217-09-11-09_2.wav,until the end for what cb left was right those who planned her as
voxpopuli_en_accented,vox-en_cs-20181024-0900-PLENARY-en_20181024-21-48-16_0,124706,evaluation/data/voxpopuli_accented/vox-en_cs-20181024-0900-PLENARY-en_20181024-21-48-16_0.wav,thank you commissioner colleagues i have received one motion for a
voxpopuli_en_accented,vox-en_sk-20180911-0900-PLENARY-witholdRO-en_20180911-22-31-40_7,96651,evaluation/data/voxpopuli_accented/vox-en_sk-20180911-0900-PLENARY-witholdRO-en_20180911-22-31-40_7.wav,china is already inside eu its soft power has
voxpopuli_en_accented,vox-en_nl-20180228-0900-PLENARY-14-en_20180228-15-51-18_17,96945,evaluation/data/voxpopuli_accented/vox-en_nl-20180228-0900-PLENARY-14-en_20180228-15-51-18_17.wav,and frankly i think it is time after the you know however many of debate we're having today to stop repeat empty phrases we must take
voxpopuli_en_accented,vox-en_sk-20090325-0900-PLENARY-14-en_20090325-22-18-06_60,23871,evaluation/data/voxpopuli_accented/vox-en_sk-20090325-0900-PLENARY-14-en_20090325-22-18-06_60.wav,us at least i'm sorry to answer a bit long but forum for sport or on sport mr hit and harry mentioned at the end that's what we start actually in bih we had ministerial conference
voxpopuli_en_accented,vox-en_pl-20130313-0900-PLENARY-15-en_20130313-21-01-43_3,96777,evaluation/data/voxpopuli_accented/vox-en_pl-20130313-0900-PLENARY-15-en_20130313-21-01-43_3.wav,but also we have the very we have to be very very clear we have we have to remember
voxpopuli_en_accented,vox-en_sk-20151027-0900-PLENARY-14-en_20151027-18-54-57_3,124927,evaluation/data/voxpopuli_accented/vox-en_sk-20151027-0900-PLENARY-14-en_20151027-18-54-57_3.wav,unfortunately i notice as well that mr aas says abroad what he says abroad is quite contrary to his domestic statements public is urging for a renewable of the peace process domestically he awarded the we
voxpopuli_en_accented,vox-en_de-20131009-0900-PLENARY-19-en_20131009-21-55-19_5,96736,evaluation/data/voxpopuli_accented/vox-en_de-20131009-0900-PLENARY-19-en_20131009-21-55-19_5.wav,also shocked to repeat that also that no eu government and no eu authority law enforcement authority in is investigating in these obvious information on a possible cyber attack on the swift swift company and on european person personal data so we need to really take into into our
voxpopuli_en_accented,vox-en_hu-20190314-0900-PLENARY-en_20190314-11-37-34_5,96661,evaluation/data/voxpopuli_accented/vox-en_hu-20190314-0900-PLENARY-en_20190314-11-37-34_5.wav,how are they doing what do we know about the legal situation
voxpopuli_en_accented,vox-en_pl-20171025-0900-PLENARY-18-en_20171025-16-08-28_3,28353,evaluation/data/voxpopuli_accented/vox-en_pl-20171025-0900-PLENARY-18-en_20171025-16-08-28_3.wav,and therefore and and haile the the trust found for africa and other endeavors to diminish both disasters ba of
voxpopuli_en_accented,vox-en_fi-20110511-0900-PLENARY-10-en_20110511-18-36-25_39,2119,evaluation/data/voxpopuli_accented/vox-en_fi-20110511-0900-PLENARY-10-en_20110511-18-36-25_39.wav,we are really at a critical sensor concerning the future europe this debate is about civil in death crisis it has implications
voxpopuli_en_accented,vox-en_hr-20171115-0900-PLENARY-12-en_20171115-13-46-17_6,134243,evaluation/data/voxpopuli_accented/vox-en_hr-20171115-0900-PLENARY-12-en_20171115-13-46-17_6.wav,first then these countries will may be able to make move towards the year and to improve and have a have a clear stance towards the union to get closer to it thank you very much
voxpopuli_en_accented,vox-en_fi-20090423-0900-PLENARY-16-en_20090423-16-20-26_12,2119,evaluation/data/voxpopuli_accented/vox-en_fi-20090423-0900-PLENARY-16-en_20090423-16-20-26_12.wav,as across the market economy as such
voxpopuli_en_accented,vox-en_pl-20170215-0900-PLENARY-16-en_20170215-18-53-52_8,124896,evaluation/data/voxpopuli_accented/vox-en_pl-20170215-0900-PLENARY-16-en_20170215-18-53-52_8.wav,it's better than general basic income now it's time for the commission voice thank you
voxpopuli_en_accented,vox-en_ro-20111214-0900-PLENARY-17-en_20111214-21-03-05_11,96835,evaluation/data/voxpopuli_accented/vox-en_ro-20111214-0900-PLENARY-17-en_20111214-21-03-05_11.wav,citizens to take up jobs in western countries thank you very much
voxpopuli_en_accented,vox-en_nl-20120612-0900-PLENARY-11-en_20120612-18-13-29_3,96945,evaluation/data/voxpopuli_accented/vox-en_nl-20120612-0900-PLENARY-11-en_20120612-18-13-29_3.wav,welcome the high representative and in ten years
voxpopuli_en_accented,vox-en_de-20151027-0900-PLENARY-3-en_20151027-09-49-56_4,28124,evaluation/data/voxpopuli_accented/vox-en_de-20151027-0900-PLENARY-3-en_20151027-09-49-56_4.wav,we need to go ahead but this is important step forward thank you
voxpopuli_en_accented,vox-en_pl-20180206-0900-PLENARY-20-en_20180206-20-33-44_2,124879,evaluation/data/voxpopuli_accented/vox-en_pl-20180206-0900-PLENARY-20-en_20180206-20-33-44_2.wav,and nobody in european parliament supported with nobody now the course are in desperate situation they are now beaten by tos from the north by ba from the south there in the real desperate situations they lost their chances i am not saying that everybody who
voxpopuli_en_accented,vox-en_pl-20140205-0900-PLENARY-11-en_20140205-15-30-56_1,96796,evaluation/data/voxpopuli_accented/vox-en_pl-20140205-0900-PLENARY-11-en_20140205-15-30-56_1.wav,to fight for her for her own material interests the eu had not
voxpopuli_en_accented,vox-en_hu-20170214-0900-PLENARY-17-en_20170214-19-29-00_3,124720,evaluation/data/voxpopuli_accented/vox-en_hu-20170214-0900-PLENARY-17-en_20170214-19-29-00_3.wav,we would be be greens would be betray our our principles if we didn't draw attention to some of the environmental concerns that one of the be most beautiful regions in the west balkins the osa river is threatened with through hydro
voxpopuli_en_accented,vox-en_nl-20121120-0900-PLENARY-13-en_20121120-20-42-10_10,96945,evaluation/data/voxpopuli_accented/vox-en_nl-20121120-0900-PLENARY-13-en_20121120-20-42-10_10.wav,today we are concretely talking about the international telecoms union which called for meeting in dubai on the world conference on information technologies or sorry on international telecoms and it makes sense to to do some updates in the regulation because this hasn't been done for a very long time but we should resist and re
voxpopuli_en_accented,vox-en_fi-20170405-0900-PLENARY-14-en_20170405-17-50-55_0,124735,evaluation/data/voxpopuli_accented/vox-en_fi-20170405-0900-PLENARY-14-en_20170405-17-50-55_0.wav,there has been several talks and now i may ask the former
voxpopuli_en_accented,vox-en_lt-20190918-0900-PLENARY-en_20190918-16-14-18_0,197841,evaluation/data/voxpopuli_accented/vox-en_lt-20190918-0900-PLENARY-en_20190918-16-14-18_0.wav,thank you mad president in the face of illness and law of of life it raises a simple question why did it happen
voxpopuli_en_accented,vox-en_fr-20170601-0900-PLENARY-9-en_20170601-12-36-46_2,124746,evaluation/data/voxpopuli_accented/vox-en_fr-20170601-0900-PLENARY-9-en_20170601-12-36-46_2.wav,d makes our external action slow and flexible and rigid the political blindness we can see where it
voxpopuli_en_accented,vox-en_hu-20101213-0900-PLENARY-8-en_20101213-17-11-33_2,23821,evaluation/data/voxpopuli_accented/vox-en_hu-20101213-0900-PLENARY-8-en_20101213-17-11-33_2.wav,i would like to remind colleagues that we are one year after the enter entry into force of the libo treaty and this implementation this regulation on the implementing acts is something which is after one years of very hard negotiations in an area where the new delegated and implementing x are very important issue for this parliament so after one year i think we fully can exercise this right and this is why i think it would be good
voxpopuli_en_accented,vox-en_nl-20150114-0900-PLENARY-9-en_20150114-18-47-50_0,96937,evaluation/data/voxpopuli_accented/vox-en_nl-20150114-0900-PLENARY-9-en_20150114-18-47-50_0.wav,thank you madam presidents one has to be objective and what has happened
voxpopuli_en_accented,vox-en_lt-20180705-0900-PLENARY-en_20180705-10-07-43_9,124766,evaluation/data/voxpopuli_accented/vox-en_lt-20180705-0900-PLENARY-en_20180705-10-07-43_9.wav,i sincere belief in the humal dovan partnership which brings better future for moldovans who do deserve our firm support and cooperation thank you mr
voxpopuli_en_accented,vox-en_it-20140114-0900-PLENARY-6-en_20140114-13-47-04_5,4521,evaluation/data/voxpopuli_accented/vox-en_it-20140114-0900-PLENARY-6-en_20140114-13-47-04_5.wav,as an example i'd like to point out the proposed establishment of a european platform for labor inspections on undeclared work within euro fund for instance which really adds very little to improving matters and this is something in particular
voxpopuli_en_accented,vox-en_es-20150608-0900-PLENARY-9-en_20150608-17-21-06_0,124958,evaluation/data/voxpopuli_accented/vox-en_es-20150608-0900-PLENARY-9-en_20150608-17-21-06_0.wav,sure yeah is this microphone working now yes we would be we would be happy to to start the debate am yet
voxpopuli_en_accented,vox-en_es-20121210-0900-PLENARY-31-en_20121210-21-05-26_2,97203,evaluation/data/voxpopuli_accented/vox-en_es-20121210-0900-PLENARY-31-en_20121210-21-05-26_2.wav,catherine political parties representing the eighty of the vote in the last cran elections completely reject this proposal teachers associations
voxpopuli_en_accented,vox-en_et-20150609-0900-PLENARY-13-en_20150609-18-12-53_6,129073,evaluation/data/voxpopuli_accented/vox-en_et-20150609-0900-PLENARY-13-en_20150609-18-12-53_6.wav,it is important also that eu in its energy foreign policy speaks and acts with one waste and that eu would be able to resist pressure from third states in case energy is used as political tool thank you
voxpopuli_en_accented,vox-en_sl-20170613-0900-PLENARY-20-en_20170613-22-34-57_0,96911,evaluation/data/voxpopuli_accented/vox-en_sl-20170613-0900-PLENARY-20-en_20170613-22-34-57_0.wav,thank you chair i congratulate will luna check for an extensive and good report on cost snap actions have
voxpopuli_en_accented,vox-en_it-20141021-0900-PLENARY-4-en_20141021-10-02-37_2,124867,evaluation/data/voxpopuli_accented/vox-en_it-20141021-0900-PLENARY-4-en_20141021-10-02-37_2.wav,we must keep the attention i since let me repeat this the crisis is not over yet at all i particularly welcome the
voxpopuli_en_accented,vox-en_fr-20160609-0900-PLENARY-16-en_20160609-15-12-36_19,124746,evaluation/data/voxpopuli_accented/vox-en_fr-20160609-0900-PLENARY-16-en_20160609-15-12-36_19.wav,that concerns the european union which undoubtedly also includes information information provision information provision concerning negotiations on concerning negotiations on international agreements involving the eu thank you very much
voxpopuli_en_accented,vox-en_it-20140226-0900-PLENARY-17-en_20140226-17-58-07_0,97228,evaluation/data/voxpopuli_accented/vox-en_it-20140226-0900-PLENARY-17-en_20140226-17-58-07_0.wav,mr president i'm listening here a long list of horror stories about iraq and
voxpopuli_en_accented,vox-en_hu-20130206-0900-PLENARY-12-en_20130206-19-25-58_0,23805,evaluation/data/voxpopuli_accented/vox-en_hu-20130206-0900-PLENARY-12-en_20130206-19-25-58_0.wav,much dear commissioner vice president colleagues i feel empathy towards bulgarian citizens to observe in bulgaria for a while now sadly reminds me of what is happening in my country hungary the recent assault of gan and the lack of appropriate reaction from the bulgarian authority are unfortunately only the tip of the iceberg we have been witnessing repeated
voxpopuli_en_accented,vox-en_es-20190214-0900-PLENARY-en_20190214-15-12-43_4,125101,evaluation/data/voxpopuli_accented/vox-en_es-20190214-0900-PLENARY-en_20190214-15-12-43_4.wav,this recent iranian back campaign of assassination center terror plot on european soil pose a serious threat to our security and must have diplomatic and economic target consequences fin thank
voxpopuli_en_accented,vox-en_it-20171005-0900-PLENARY-8-en_20171005-12-07-52_0,4521,evaluation/data/voxpopuli_accented/vox-en_it-20171005-0900-PLENARY-8-en_20171005-12-07-52_0.wav,thank you mr my group calls for an oral amendment i on for the deletion of paragraph fifteen we've been advised by the
voxpopuli_en_accented,vox-en_it-20100310-0900-PLENARY-3-en_20100310-10-31-59_0,97228,evaluation/data/voxpopuli_accented/vox-en_it-20100310-0900-PLENARY-3-en_20100310-10-31-59_0.wav,the precedent lady ashton your colleagues the joint motion resolution on the non treaty is a very important one and the other group myself are very proud to have contributed to its collaboration the revolution is holistic because it encompasses all the desirement matters from the mpt review
voxpopuli_en_accented,vox-en_ro-20160413-0900-PLENARY-20-en_20160413-20-14-19_0,40224,evaluation/data/voxpopuli_accented/vox-en_ro-20160413-0900-PLENARY-20-en_20160413-20-14-19_0.wav,colleagues i believe the report and discussion this afternoon on send a clear signal to both tiran and brussels albania has made remarkable
voxpopuli_en_accented,vox-en_fr-20110323-0900-PLENARY-18-en_20110323-23-12-01_13,1472,evaluation/data/voxpopuli_accented/vox-en_fr-20110323-0900-PLENARY-18-en_20110323-23-12-01_13.wav,parliament will have all possibilities to discuss this thoroughly with us and with us and i will want also i would also like to repeat i would also like to repeat our pledge that we will keep parliament fully informed
voxpopuli_en_accented,vox-en_ro-20140203-0900-PLENARY-11-en_20140203-18-52-32_6,39722,evaluation/data/voxpopuli_accented/vox-en_ro-20140203-0900-PLENARY-11-en_20140203-18-52-32_6.wav,we must pay attention that this report should stay balanced and should not reflect only one policy here
voxpopuli_en_accented,vox-en_ro-20201005-0900-PLENARY-en_20201005-20-01-49_0,134605,evaluation/data/voxpopuli_accented/vox-en_ro-20201005-0900-PLENARY-en_20201005-20-01-49_0.wav,our colleague in thank cause the in that sink thank you very much when we romanian stick to the streets in that really cold winter of two thousand and seventeen i remember we felt quite lonely out there because i was out there and then one day president y and vice president timmerman stood up and they spoke up about it
voxpopuli_en_accented,vox-en_ro-20150309-0900-PLENARY-14-en_20150309-23-41-02_0,124786,evaluation/data/voxpopuli_accented/vox-en_ro-20150309-0900-PLENARY-14-en_20150309-23-41-02_0.wav,yes on march three rd during the talk show of the italian tv papita the vice president of the federation roman cindy cm diab which has been subjected to a violent racist attacked by an italian mep for me as a
voxpopuli_en_accented,vox-en_es-20190918-0900-PLENARY-en_20190918-20-11-34_0,197554,evaluation/data/voxpopuli_accented/vox-en_es-20190918-0900-PLENARY-en_20190918-20-11-34_0.wav,thanks nine let's be honest the commissioner and the council representative the the reason we are here is because the anti man laundering system is not fit for purpose it just doesn't work
voxpopuli_en_accented,vox-en_fr-20180614-0900-PLENARY-en_20180614-12-49-58_0,124746,evaluation/data/voxpopuli_accented/vox-en_fr-20180614-0900-PLENARY-en_20180614-12-49-58_0.wav,herin thank you colleagues culture is one of the primary goods and cultural and participation are considered a priority issue at eu level the current work
voxpopuli_en_accented,vox-en_fr-20171129-0900-PLENARY-17-en_20171129-20-37-10_2,124746,evaluation/data/voxpopuli_accented/vox-en_fr-20171129-0900-PLENARY-17-en_20171129-20-37-10_2.wav,that has to prove it sufficiently and proper using in the next few years we must observe the main principles do not make a harm that is why you assistance should be used
voxpopuli_en_accented,vox-en_et-20160413-0900-PLENARY-17-en_20160413-15-06-22_11,124698,evaluation/data/voxpopuli_accented/vox-en_et-20160413-0900-PLENARY-17-en_20160413-15-06-22_11.wav,we don't have one frame for data protection or data processing in twenty-eight member states we had a general directive what
voxpopuli_en_accented,vox-en_et-20150518-0900-PLENARY-18-en_20150518-21-25-20_6,124697,evaluation/data/voxpopuli_accented/vox-en_et-20150518-0900-PLENARY-18-en_20150518-21-25-20_6.wav,so in whatever format they are a book is a book a proposal to adopt
voxpopuli_en_accented,vox-en_et-20150624-0900-PLENARY-18-en_20150624-21-33-15_0,124698,evaluation/data/voxpopuli_accented/vox-en_et-20150624-0900-PLENARY-18-en_20150624-21-33-15_0.wav,completely agree but i want to ask you do you agree that not only this time of selection but also the other thing namely the need to go on very rapidly with the digital single market is one of factors which is pressing on commission and also to us to to have more harmonization
voxpopuli_en_accented,vox-en_ro-20170704-0900-PLENARY-15-en_20170704-16-48-46_0,33984,evaluation/data/voxpopuli_accented/vox-en_ro-20170704-0900-PLENARY-15-en_20170704-16-48-46_0.wav,yes our group is also welcoming the defense package its measures recently adopted which have to negotiate
voxpopuli_en_accented,vox-en_lt-20171005-0900-PLENARY-9-en_20171005-12-26-07_0,124766,evaluation/data/voxpopuli_accented/vox-en_lt-20171005-0900-PLENARY-9-en_20171005-12-26-07_0.wav,chairman colleagues i strongly heartly support this proposal i believe we no longer have a luxury to afford keeping a blind eye on the ongoing fraudulent use of the european unions funds it is estimated that due to the fraud you'll lose this around
voxpopuli_en_accented,vox-en_es-20150624-0900-PLENARY-13-en_20150624-16-51-19_0,97203,evaluation/data/voxpopuli_accented/vox-en_es-20150624-0900-PLENARY-13-en_20150624-16-51-19_0.wav,your colleagues your commissioners your reporters their friends i think that the agreement reach during the tri clubs was the best possible one taking into account the position of the council and the commission in many
voxpopuli_en_accented,vox-en_et-20090917-0900-PLENARY-3-en_20090917-11-10-37_0,97136,evaluation/data/voxpopuli_accented/vox-en_et-20090917-0900-PLENARY-3-en_20090917-11-10-37_0.wav,thank you mr commissioner three main concerns we do have with ms nabu is that the project is developed too slowly and in a lack laster way and we don't like the commission's position reiterated by mr ran brewer week ago which stated that is neutral between self stream and naco commission should be in favor of
voxpopuli_en_accented,vox-en_hr-20160526-0900-PLENARY-3-en_20160526-09-38-31_0,134243,evaluation/data/voxpopuli_accented/vox-en_hr-20160526-0900-PLENARY-3-en_20160526-09-38-31_0.wav,thank you very much madam president the end of meal quarter system the russian embargo and the falling demand diary products introduced a new scenario produces
voxpopuli_en_accented,vox-en_es-20150610-0900-PLENARY-11-en_20150610-17-35-49_1,124958,evaluation/data/voxpopuli_accented/vox-en_es-20150610-0900-PLENARY-11-en_20150610-17-35-49_1.wav,proposal shall be put to the vote immediately that was done at twelve o'clock today it
voxpopuli_en_accented,vox-en_lt-20180503-0900-PLENARY-8-en_20180503-12-23-24_8,124766,evaluation/data/voxpopuli_accented/vox-en_lt-20180503-0900-PLENARY-8-en_20180503-12-23-24_8.wav,let's end the cruelty against animals together thank you yeah
voxpopuli_en_accented,vox-en_hr-20190212-0900-PLENARY-en_20190212-11-08-33_0,134243,evaluation/data/voxpopuli_accented/vox-en_hr-20190212-0900-PLENARY-en_20190212-11-08-33_0.wav,thank you madam president and thanks to the repertory and others shadow repertoire for the excellent work on this file european cross border
voxpopuli_en_accented,vox-en_lt-20151014-0900-PLENARY-14-en_20151014-20-33-36_11,124766,evaluation/data/voxpopuli_accented/vox-en_lt-20151014-0900-PLENARY-14-en_20151014-20-33-36_11.wav,clin will take this simply as our weakness instead he usually
voxpopuli_en_accented,vox-en_hr-20170614-0900-PLENARY-11-en_20170614-14-01-18_3,134243,evaluation/data/voxpopuli_accented/vox-en_hr-20170614-0900-PLENARY-11-en_20170614-14-01-18_3.wav,but this has to stop we need to speed to see
voxpopuli_en_accented,vox-en_hr-20170704-0900-PLENARY-9-en_20170704-13-27-13_3,134243,evaluation/data/voxpopuli_accented/vox-en_hr-20170704-0900-PLENARY-9-en_20170704-13-27-13_3.wav,russia has occupied combated war in eastern ukraine imposed numerous trade sanctions ukraine face economic harsh
